Column1,name,location,area_sqft,washrooms,bedrooms,city ,status,price,parking,ac,hardwood_floors,dishwasher,Fireplace,country,roofdeck, storage,pets
277,"2 BHK Apartment in Himalaya ZirconMotera, Ahmedabad","Motera, Ahmedabad",1080,"30,000 depositavailability immediately2 bathrooms",2 BHK Rental Property in Motera Ahmedabad:,Ahmedabad,Semi-FurnishedStatus,"15,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
278,"3 BHK Apartment in Akshar ShypramBopal, Ahmedabad","Bopal, Ahmedabad",998,"38,000 depositavailability immediately3 bathrooms",3 BHK Rental Property in Bopal Ahmedabad:,Ahmedabad,UnfurnishedStatus,"18,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
279,"3 BHK Apartment in Royal OrchidPrahlad Nagar, Ahmedabad","Prahlad Nagar, Ahmedabad",2100,"72,000 depositavailability immediately3 bathrooms",3 BHK Rental Property in Prahlad Nagar Ahmedabad:,Ahmedabad,Semi-FurnishedStatus,"36,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
280,"2 BHK Apartment in Prathata pearlGota, Ahmedabad","Gota, Ahmedabad",1250,"24,000 depositavailability immediately2 bathrooms",2 BHK Rental Property in Gota Ahmedabad:,Ahmedabad,Semi-FurnishedStatus,"11,250 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
281,"2 BHK Apartment in Vishwanath Ishaan 1Jodhpur Village, Ahmedabad","Jodhpur Village, Ahmedabad",1575,No DepositNorthWest facing,2 BHK Rental Property in Jodhpur Village Ahmedabad:,Ahmedabad,UnfurnishedStatus,"30,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
282,"4 BHK VillaMotera Stadium Road, Ahmedabad","Motera Stadium Road, Ahmedabad",1800,"50,000 depositavailability immediately4 bathrooms",4 BHK Rental Property in Motera Stadium Road Ahmedabad:,Ahmedabad,Semi-FurnishedStatus,"24,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
283,"3 BHK Apartment in Devnandan DesireMotera, Ahmedabad","Motera, Ahmedabad",1800,"30,000 depositavailability immediately3 bathrooms",3 BHK Rental Property in Motera Ahmedabad:,Ahmedabad,Semi-FurnishedStatus,"15,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
284,"3 BHK Apartment in Pacifica Green AcresPrahlad Nagar, Ahmedabad","Prahlad Nagar, Ahmedabad",2050,"90,000 depositavailability immediately3 bathrooms",3 BHK Rental Property in Prahlad Nagar Ahmedabad:,Ahmedabad,FurnishedStatus,"45,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
285,"4 BHK Independent House in Near Allen instituteSindhubhavan Road, Ahmedabad","Sindhubhavan Road, Ahmedabad",2700,1.04 L deposit3 bathrooms2 balcony,4 BHK Rental Property in Sindhubhavan Road Ahmedabad:,Ahmedabad,Semi-FurnishedStatus,"52,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
286,"4 BHK Apartment in Goyal Riviera BluesPrahlad Nagar, Ahmedabad","Prahlad Nagar, Ahmedabad",2885,2 L deposit4 bathrooms,4 BHK Rental Property in Prahlad Nagar Ahmedabad:,Ahmedabad,FurnishedStatus,1 LPrice,not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
287,"2 BHK Apartment in Jashmin Green 1Vaishnodevi, Ahmedabad","Vaishnodevi, Ahmedabad",837,"22,000 depositavailability immediately2 bathrooms",2 BHK Rental Property in Vaishnodevi Ahmedabad:,Ahmedabad,UnfurnishedStatus,"8,500 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
288,"2 BHK Apartment in Sanskar ResidencyChandlodiya, Ahmedabad","Chandlodiya, Ahmedabad",1200,No Deposit2 bathrooms,2 BHK Rental Property in Chandlodiya Ahmedabad:,Ahmedabad,FurnishedStatus,"15,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
289,"2 BHK Apartment in Mahadev Shree Nand CityNew Maninagar, Ahmedabad","New Maninagar, Ahmedabad",950,No Deposit2 bathrooms,2 BHK Rental Property in New Maninagar Ahmedabad:,Ahmedabad,FurnishedStatus,"14,100 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
290,"2 BHK ApartmentKankaria, Ahmedabad","Kankaria, Ahmedabad",1250,No Deposit2 bathroomsEast facing,2 BHK Rental Property in Kankaria Ahmedabad:,Ahmedabad,FurnishedStatus,"17,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
291,"1 BHK Independent HouseNikol, Ahmedabad","Nikol, Ahmedabad",675,No Deposit1 bathrooms,1 BHK Rental Property in Nikol Ahmedabad:,Ahmedabad,UnfurnishedStatus,"4,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
292,"1 RK Studio ApartmentGhatlodiya, Ahmedabad","Ghatlodiya, Ahmedabad",300,No Deposit1 bathrooms,1 RK Rental Property in Ghatlodiya Ahmedabad:,Ahmedabad,Semi-FurnishedStatus,"7,500 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
293,"3 BHK ApartmentBodakdev, Ahmedabad","Bodakdev, Ahmedabad",1500,No Deposit3 bathrooms,3 BHK Rental Property in Bodakdev Ahmedabad:,Ahmedabad,UnfurnishedStatus,"18,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
294,"3 BHK Independent House in Green FloraSanand, Ahmedabad","Sanand, Ahmedabad",1764,No Deposit4 bathrooms,3 BHK Rental Property in Sanand Ahmedabad:,Ahmedabad,Semi-FurnishedStatus,"11,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
295,"2 BHK Apartment in  SamruddhiVastral, Ahmedabad","Vastral, Ahmedabad",1000,"30,000 depositavailability immediately2 bathrooms",2 BHK Rental Property in Vastral Ahmedabad:,Ahmedabad,FurnishedStatus,"15,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
296,"2 BHK ApartmentGhatlodiya, Ahmedabad","Ghatlodiya, Ahmedabad",900,No Deposit2 bathrooms,2 BHK Rental Property in Ghatlodiya Ahmedabad:,Ahmedabad,Semi-FurnishedStatus,"15,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
297,"2 BHK ApartmentGota, Ahmedabad","Gota, Ahmedabad",800,No Deposit2 bathrooms,2 BHK Rental Property in Gota Ahmedabad:,Ahmedabad,FurnishedStatus,"13,500 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
298,"2 BHK Apartment in Godrej Garden CityGota, Ahmedabad","Gota, Ahmedabad",1262,No Deposit2 bathrooms,2 BHK Rental Property in Gota Ahmedabad:,Ahmedabad,Semi-FurnishedStatus,"17,500 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
299,"4 BHK Villa in Shree Golden City Prima Phase 1Jatkhedi, Bhopal","Jatkhedi, Bhopal",2800,No Deposit3 bathroomsEast facing,4 BHK Rental Property in Jatkhedi Bhopal:,Bhopal,FurnishedStatus,"60,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
300,"1 BHK Apartment in SBD Cosmos CityKolar Road, Bhopal","Kolar Road, Bhopal",500,"7,000 depositavailability immediately1 bathrooms",1 BHK Rental Property in Kolar Road Bhopal:,Bhopal,UnfurnishedStatus,"7,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
301,"2 BHK Apartment in  Pine WoodKatara Hills, Bhopal","Katara Hills, Bhopal",900,"15,000 depositavailability immediately2 bathrooms",2 BHK Rental Property in Katara Hills Bhopal:,Bhopal,FurnishedStatus,"15,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
302,"2 BHK Independent Floor in door sanchar colonyGulmohar Colony, Bhopal","Gulmohar Colony, Bhopal",1000,"10,000 depositavailability immediately2 bathrooms",2 BHK Rental Property in Gulmohar Colony Bhopal:,Bhopal,UnfurnishedStatus,"10,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
303,"3 BHK Apartment in Globus Coral WoodsHoshangabad Road, Bhopal","Hoshangabad Road, Bhopal",1450,No Deposit2 bathrooms,3 BHK Rental Property in Hoshangabad Road Bhopal:,Bhopal,Semi-FurnishedStatus,"15,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
304,"2 BHK Apartment in Paras HermitageBagmugalia, Bhopal","Bagmugalia, Bhopal",1000,"18,000 depositavailability immediately2 bathrooms",2 BHK Rental Property in Bagmugalia Bhopal:,Bhopal,FurnishedStatus,"18,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
305,"3 BHK Apartment in DK RoseArera Colony, Bhopal","Arera Colony, Bhopal",1200,"12,000 depositavailability immediately3 bathrooms",3 BHK Rental Property in Arera Colony Bhopal:,Bhopal,Semi-FurnishedStatus,"12,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
306,"3 BHK Apartment in Aaksm Lotus Emprilla Phase 1Arera Colony, Bhopal","Arera Colony, Bhopal",1600,"15,000 depositavailability immediately2 bathrooms",3 BHK Rental Property in Arera Colony Bhopal:,Bhopal,FurnishedStatus,"30,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
307,"2 BHK Independent FloorE 7 Arera Colony, Bhopal","E 7 Arera Colony, Bhopal",1000,"34,000 depositavailability immediately2 bathrooms",2 BHK Rental Property in E 7 Arera Colony Bhopal:,Bhopal,FurnishedStatus,"17,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
308,"4 BHK Independent HouseChar Imli, Bhopal","Char Imli, Bhopal",1500,"60,000 depositavailability immediately3 bathrooms",4 BHK Rental Property in Char Imli Bhopal:,Bhopal,Semi-FurnishedStatus,"30,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
309,"2 BHK Apartment in MP State RachnaMaharana Pratap Nagar, Bhopal","Maharana Pratap Nagar, Bhopal",1000,"40,000 depositavailability immediately2 bathrooms",2 BHK Rental Property in Maharana Pratap Nagar Bhopal:,Bhopal,Semi-FurnishedStatus,"20,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
310,"3 BHK Independent Floor in Abhinav Tirupati Abhinav HomesAyodhya Nagar, Bhopal","Ayodhya Nagar, Bhopal",2500,"36,000 depositavailability immediately3 bathrooms",3 BHK Rental Property in Ayodhya Nagar Bhopal:,Bhopal,Semi-FurnishedStatus,"18,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
311,"3 BHK Independent House in Signature City Phase 2Bagmugalia, Bhopal","Bagmugalia, Bhopal",1200,"14,000 depositavailability immediately3 bathrooms",3 BHK Rental Property in Bagmugalia Bhopal:,Bhopal,UnfurnishedStatus,"14,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
312,"3 BHK Apartment in Sheetal HeightsHoshangabad Road, Bhopal","Hoshangabad Road, Bhopal",1200,"8,000 depositavailability immediately3 bathrooms",3 BHK Rental Property in Hoshangabad Road Bhopal:,Bhopal,Semi-FurnishedStatus,"8,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
313,"1 BHK Villa in Shikshk kongress calonyHoshangabad Road, Bhopal","Hoshangabad Road, Bhopal",900,"9,000 depositavailability immediately1 bathrooms",1 BHK Rental Property in Hoshangabad Road Bhopal:,Bhopal,UnfurnishedStatus,"9,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
314,"2 BHK Apartment in MP Nagar Colony BhopalMp Nagar, Bhopal","Mp Nagar, Bhopal",1300,"12,999 depositavailability immediately3 bathrooms",2 BHK Rental Property in Mp Nagar Bhopal:,Bhopal,Semi-FurnishedStatus,"12,999 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
315,"2 BHK Independent House in shakti nagarShakti Nagar, Bhopal","Shakti Nagar, Bhopal",1200,"24,000 depositavailability immediately2 bathrooms",2 BHK Rental Property in Shakti Nagar Bhopal:,Bhopal,UnfurnishedStatus,"12,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
316,"1 BHK Independent Floordanish nagar, Bhopal","danish nagar, Bhopal",300,"6,000 depositavailability immediately1 bathrooms",1 BHK Rental Property in danish nagar Bhopal:,Bhopal,Semi-FurnishedStatus,"6,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
317,"3 BHK Independent Floor in parika societyChuna Bhatti, Bhopal","Chuna Bhatti, Bhopal",1500,"40,000 depositavailability immediately2 bathrooms",3 BHK Rental Property in Chuna Bhatti Bhopal:,Bhopal,Semi-FurnishedStatus,"20,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
318,"3 BHK Apartment in  Rajat Golden NestKatara Hills, Bhopal","Katara Hills, Bhopal",1200,"12,000 depositavailability immediately2 bathrooms",3 BHK Rental Property in Katara Hills Bhopal:,Bhopal,Semi-FurnishedStatus,"12,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
319,"3 BHK Villa in Ruchi Lifescapes ApartmentJatkhedi, Bhopal","Jatkhedi, Bhopal",1500,"11,000 depositavailability immediately3 bathrooms",3 BHK Rental Property in Jatkhedi Bhopal:,Bhopal,UnfurnishedStatus,"11,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
320,"1 BHK Apartment in Priyadarshini Adhishthan ApartmentPallavi Nagar, Bhopal","Pallavi Nagar, Bhopal",500,"5,500 depositavailability immediately1 bathrooms",1 BHK Rental Property in Pallavi Nagar Bhopal:,Bhopal,UnfurnishedStatus,"5,500 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
321,"3 BHK Apartment in  Sagar Abhinav HeightsBagmugalia, Bhopal","Bagmugalia, Bhopal",1470,"15,000 depositavailability immediately2 bathrooms",3 BHK Rental Property in Bagmugalia Bhopal:,Bhopal,Semi-FurnishedStatus,"15,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
322,"2 BHK Villa in Aamra Shree Aamra GreenKolar Road, Bhopal","Kolar Road, Bhopal",1100,"15,000 depositavailability immediately2 bathrooms",2 BHK Rental Property in Kolar Road Bhopal:,Bhopal,UnfurnishedStatus,"8,500 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
323,"1 BHK Independent FloorHoshangabad Road, Bhopal","Hoshangabad Road, Bhopal",550,"5,500 depositavailability immediately1 bathrooms",1 BHK Rental Property in Hoshangabad Road Bhopal:,Bhopal,UnfurnishedStatus,"5,500 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
324,"2 BHK Independent FloorKolar Road, Bhopal","Kolar Road, Bhopal",1300,"13,500 depositavailability immediately2 bathrooms",2 BHK Rental Property in Kolar Road Bhopal:,Bhopal,Semi-FurnishedStatus,"13,500 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
325,"2 BHK Independent HouseKatara, Bhopal","Katara, Bhopal",1500,"15,000 depositavailability immediately3 bathrooms",2 BHK Rental Property in Katara Bhopal:,Bhopal,UnfurnishedStatus,"15,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
326,"4 BHK Apartment in Platinum plaza tt nagar bhopalTT Nagar, Bhopal","TT Nagar, Bhopal",2000,"60,000 depositavailability immediately4 bathrooms",4 BHK Rental Property in TT Nagar Bhopal:,Bhopal,Semi-FurnishedStatus,"30,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
327,"2 BHK Apartment in Platinum plaza new market Bhopalnew market, Bhopal","new market, Bhopal",1050,"44,000 depositavailability immediately2 bathrooms",2 BHK Rental Property in new market Bhopal:,Bhopal,FurnishedStatus,"22,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
328,"3 BHK Apartment in Kilandev tower mp nagar BhopalMp Nagar, Bhopal","Mp Nagar, Bhopal",2100,"60,000 depositavailability immediately3 bathrooms",3 BHK Rental Property in Mp Nagar Bhopal:,Bhopal,Semi-FurnishedStatus,"30,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
329,"3 BHK Apartment in dwarka parisarArvind Vihar, Bhopal","Arvind Vihar, Bhopal",1600,"13,000 depositavailability immediately3 bathrooms",3 BHK Rental Property in Arvind Vihar Bhopal:,Bhopal,Semi-FurnishedStatus,"13,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
330,"3 BHK Apartment in Asnani Spring Valley DewBagmugalia, Bhopal","Bagmugalia, Bhopal",1525,"8,000 depositavailability immediately3 bathrooms",3 BHK Rental Property in Bagmugalia Bhopal:,Bhopal,UnfurnishedStatus,"8,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
331,"3 BHK Apartment in Shaligram Rudraksh ParkSalaiya, Bhopal","Salaiya, Bhopal",1500,"16,000 depositavailability immediately3 bathrooms",3 BHK Rental Property in Salaiya Bhopal:,Bhopal,Semi-FurnishedStatus,"16,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
332,"3 BHK Apartment in Shiva Whispering WoodsSalaiya, Bhopal","Salaiya, Bhopal",1350,"9,000 depositavailability immediately3 bathrooms",3 BHK Rental Property in Salaiya Bhopal:,Bhopal,UnfurnishedStatus,"9,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
333,"3 BHK Apartment in Bawdia kalanBawadiya Kalan, Bhopal","Bawadiya Kalan, Bhopal",1200,"24,000 depositavailability immediately2 bathrooms",3 BHK Rental Property in Bawadiya Kalan Bhopal:,Bhopal,UnfurnishedStatus,"12,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
334,"4 BHK Independent House in Aakriti MeridianArera Colony, Bhopal","Arera Colony, Bhopal",2800,"54,000 depositavailability immediately5 bathrooms",4 BHK Rental Property in Arera Colony Bhopal:,Bhopal,Semi-FurnishedStatus,"26,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
335,"3 BHK Apartment in Globus Coral WoodsHoshangabad Road, Bhopal","Hoshangabad Road, Bhopal",1800,"54,000 depositavailability immediately3 bathrooms",3 BHK Rental Property in Hoshangabad Road Bhopal:,Bhopal,FurnishedStatus,"26,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
336,"3 BHK Apartment in Faith Faith Richmont HeightsShahpura, Bhopal","Shahpura, Bhopal",2500,"50,000 depositavailability immediately3 bathrooms",3 BHK Rental Property in Shahpura Bhopal:,Bhopal,Semi-FurnishedStatus,"25,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
337,"2 BHK Apartment in Inner court new marketnew market, Bhopal","new market, Bhopal",1000,No Depositavailability immediately2 bathrooms,2 BHK Rental Property in new market Bhopal:,Bhopal,Semi-FurnishedStatus,"20,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
338,"4 BHK Villa in Arera colony e2Arera Colony, Bhopal","Arera Colony, Bhopal",4000,1.2 L depositavailability immediately4 bathrooms,4 BHK Rental Property in Arera Colony Bhopal:,Bhopal,Semi-FurnishedStatus,"60,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
339,"3 BHK Apartment in MP Kilandev TowersArera Colony, Bhopal","Arera Colony, Bhopal",2034,No Depositavailability immediately4 bathrooms,3 BHK Rental Property in Arera Colony Bhopal:,Bhopal,Semi-FurnishedStatus,"32,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
340,"3 BHK Independent HouseBagmugalia, Bhopal","Bagmugalia, Bhopal",1450,No Deposit3 bathrooms,3 BHK Rental Property in Bagmugalia Bhopal:,Bhopal,Semi-FurnishedStatus,"12,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
341,"3 BHK Apartment in Agrawal Sagar Green HillsKolar Road, Bhopal","Kolar Road, Bhopal",1350,No Deposit2 bathrooms,3 BHK Rental Property in Kolar Road Bhopal:,Bhopal,Semi-FurnishedStatus,"13,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
342,"2 BHK Independent House in Ruchi Lifescapes ApartmentJatkhedi, Bhopal","Jatkhedi, Bhopal",1188,No Deposit3 bathrooms,2 BHK Rental Property in Jatkhedi Bhopal:,Bhopal,Semi-FurnishedStatus,"10,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
343,"2 BHK Apartment in IBD Royal CitiiKolar Road, Bhopal","Kolar Road, Bhopal",820,No Deposit2 bathrooms,2 BHK Rental Property in Kolar Road Bhopal:,Bhopal,FurnishedStatus,"7,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
